book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
580,281,2,22488,685,10,49,2013,109,5
798,352,3,17904,545,10,3,2013,32,1
1973,119,7,1553,409,2,18,2003,53,4
1326,46,5,12896,241,6,17,2008,86,5
2973,375,8,10692,421,10,26,2005,181,3
2156,124,8,11632,218,10,50,2005,182,3
528,117,5,12969,162,7,31,2001,132,1
2046,427,1,16360,571,4,20,2019,139,4
1456,42,4,2244,388,2,37,2020,89,6
556,46,2,8616,174,4,29,2021,196,5
2945,41,4,11099,455,5,33,2014,92,2
2901,112,8,25033,559,10,43,2016,157,4
1615,431,1,23535,239,5,30,2016,122,1
2381,139,5,17156,626,2,50,2004,21,7
1127,297,9,24462,603,9,50,2018,200,7
432,202,2,13739,233,9,26,2018,51,2
2075,361,8,1465,622,8,42,2021,44,3
440,9,4,14055,352,6,46,2015,182,2
2793,98,2,12078,697,7,37,2016,94,2
2717,238,3,10884,310,4,33,2018,159,1
666,71,5,18238,124,4,4,2009,29,3
1199,340,6,26429,509,3,38,2006,173,5
1614,192,2,26114,150,2,42,2016,187,5
1556,214,1,25377,321,1,19,2004,52,4
1354,230,1,9528,235,10,40,2011,35,2
2867,195,2,18634,556,8,3,2005,118,1
408,311,6,7782,360,9,41,2012,19,5
2250,4,7,6496,225,7,42,2019,197,4
2383,170,1,16500,644,4,27,2012,6,4
2831,116,9,5087,271,6,29,2014,71,3
2924,374,10,29284,481,3,23,2014,120,6
1001,355,7,17188,355,6,22,2000,30,2
264,57,9,8128,354,8,11,2012,54,6
2550,43,4,728,87,5,14,2007,21,6
244,270,7,16126,76,7,1,2014,179,4
2518,179,5,19388,172,3,26,2010,6,7
738,37,1,29028,357,7,18,2016,63,1
2168,408,7,20417,604,5,26,2004,66,1
1282,220,7,15932,181,6,4,2004,163,7
2269,348,1,17328,330,1,30,2006,51,6
1031,276,4,12800,164,9,3,2017,72,4
1133,292,7,28625,672,2,32,2015,1,5
1394,242,8,2514,90,7,5,2005,12,2
1969,411,7,4486,240,2,43,2014,26,1
552,141,1,2671,432,6,4,2008,30,5
2492,371,9,11255,602,4,24,2011,21,5
1649,163,1,6948,109,10,45,2000,101,2
641,426,3,3785,134,8,13,2010,185,3
2543,93,9,12141,124,6,16,2011,47,1
2516,42,9,486,353,8,17,2019,198,3
788,381,2,23903,466,3,35,2004,63,1
337,136,6,3098,450,10,38,2018,64,5
449,20,4,4709,316,10,45,2020,157,6
2188,291,6,5150,537,9,24,2006,170,4
940,29,8,27705,121,5,38,2019,111,2
671,411,10,6043,141,1,28,2005,42,5
2100,195,8,10575,667,7,23,2001,23,3
2862,395,2,12655,692,1,15,2000,171,1
2888,166,3,10407,670,8,13,2011,108,7
624,135,6,25828,675,2,10,2011,119,7
1609,41,2,3254,119,4,2,2006,126,5
463,390,2,26170,234,4,7,2000,95,6
111,105,7,20530,200,8,37,2012,80,4
1107,286,9,8285,379,4,41,2002,190,7
398,394,4,5092,146,7,39,2004,166,7
2435,405,1,3196,109,6,44,2017,112,1
970,61,3,3040,322,3,37,2021,136,5
1296,254,8,18031,666,3,10,2004,185,6
1723,133,5,4301,114,5,3,2016,33,3
1315,121,5,14943,197,9,17,2021,4,1
1896,296,8,22902,154,4,1,2021,115,3
2740,425,6,22379,296,3,21,2001,200,1
1325,138,3,1546,617,3,35,2003,50,3
375,294,4,17909,520,1,17,2009,90,4
104,410,10,4542,119,3,42,2010,97,2
2040,17,3,22515,631,8,25,2021,5,4
1028,151,1,28162,689,5,10,2004,179,5
2071,383,8,3040,525,2,37,2001,162,4
229,346,8,7706,235,4,36,2010,22,2
2699,383,4,11704,622,9,43,2000,121,7
2903,142,5,28629,546,6,12,2014,10,6
583,331,3,17914,120,7,23,2015,112,5
1390,108,8,22433,654,2,40,2002,127,6
2728,363,7,6979,231,9,50,2020,95,2
2449,244,10,5214,96,1,22,2000,132,5
562,77,9,22964,433,9,4,2006,148,4
1837,402,7,20147,646,5,33,2001,158,2
169,251,10,25452,385,8,19,2006,21,4
1299,386,6,17061,539,4,18,2000,116,1
241,291,3,23093,78,6,10,2004,59,7
499,77,1,18128,576,6,35,2010,70,2
853,179,2,9952,447,6,26,2007,124,1
1715,333,1,23429,298,2,2,2010,171,2
170,285,3,16579,567,9,45,2018,65,6
1750,314,9,8029,310,5,27,2016,164,1
860,170,8,25629,134,8,33,2000,5,1
1736,226,9,28729,455,3,41,2000,198,3
1816,447,1,4760,126,8,44,2008,158,2
613,285,5,24498,147,4,38,2001,85,1
1474,280,4,4249,150,9,7,2002,4,1
1372,280,9,6812,168,10,11,2019,38,6
376,198,7,20324,516,2,36,2006,164,2
2759,12,7,8184,354,10,20,2010,101,1
2648,44,10,9003,426,4,42,2000,25,4
2162,360,10,1983,332,10,45,2004,77,7
2659,396,2,28822,124,3,8,2020,122,6
370,293,2,6621,496,3,5,2007,134,1
2625,395,4,29499,639,7,24,2004,120,1
1782,124,10,5796,624,10,34,2011,72,5
1921,50,10,6167,291,7,46,2021,145,3
2372,404,4,20704,587,2,1,2006,40,2
2072,151,9,27722,216,8,38,2015,30,6
2461,432,8,8196,306,6,34,2015,76,5
1220,32,7,15940,111,9,8,2017,108,6
1102,376,7,25479,388,4,2,2020,179,2
2727,155,5,16528,92,4,24,2006,52,7
823,275,9,25731,430,1,46,2001,158,2
1201,442,1,20829,633,1,7,2006,15,3
730,304,1,11360,692,9,19,2016,180,4
89,334,7,9327,133,1,12,2010,132,1
869,341,10,16155,616,1,36,2017,29,6
813,340,4,5513,348,5,14,2008,5,7
594,141,2,1043,378,4,39,2013,108,7
596,125,6,8953,466,3,50,2002,178,7
1118,44,8,2494,251,2,42,2012,33,5
504,375,5,20978,684,7,36,2019,166,3
996,94,10,29469,384,8,3,2000,93,2
700,428,7,15334,140,6,18,2005,147,2
2388,102,4,18334,446,8,11,2017,80,1
1887,224,5,4964,356,8,30,2011,123,7
2669,3,8,22217,185,8,26,2009,84,6
2679,296,10,19215,423,9,34,2019,193,1
2857,365,7,12568,599,1,49,2008,176,7
2349,266,7,8686,614,3,2,2004,13,2
403,93,2,3109,348,6,46,2021,76,2
2822,182,9,9266,698,5,19,2010,131,3
223,203,4,13403,510,6,17,2001,59,1
410,382,9,18947,188,10,49,2018,31,7
928,346,1,11036,157,1,25,2014,20,7
2139,171,6,3951,235,3,40,2020,83,7
17,29,4,20259,179,4,19,2009,124,6
905,79,6,396,343,3,7,2016,193,1
2559,345,5,16353,682,9,33,2014,53,5
2807,96,4,14083,236,2,39,2017,111,4
2159,294,3,25236,318,7,41,2008,111,1
2034,21,10,20175,542,9,37,2011,22,3
2240,36,10,27073,260,1,16,2014,155,4
2393,64,9,6144,636,9,35,2007,176,7
51,376,8,5969,151,8,49,2006,144,5
2460,109,4,9848,173,4,12,2002,94,1
1085,326,6,10541,388,1,17,2021,28,5
2781,94,3,5777,227,5,42,2013,115,4
1240,324,8,5952,310,3,5,2004,94,6
1697,341,8,27402,602,4,16,2010,180,3
2956,102,7,3573,336,7,50,2013,165,6
1433,231,3,10489,141,6,18,2007,132,6
2013,392,9,15410,473,8,26,2014,177,4
1966,260,7,3317,606,4,47,2012,179,6
2623,312,9,12111,613,6,2,2017,23,1
2336,328,5,22394,436,6,5,2014,73,4
1408,337,1,13304,486,5,6,2004,27,4
1438,254,6,8398,620,5,18,2014,134,4
2099,296,10,28778,248,2,30,2019,58,6
921,145,4,475,390,8,8,2009,67,2
48,384,8,27082,437,3,46,2003,110,4
302,141,5,27301,543,8,12,2006,189,1
2831,304,4,5865,392,10,10,2021,88,5
319,170,5,24267,629,10,36,2002,162,2
2427,166,10,1493,344,3,38,2002,26,4
2983,70,2,9808,265,10,24,2016,139,5
459,181,6,24383,277,3,44,2002,68,1
2545,293,2,12358,574,2,40,2014,16,3
2429,230,9,21655,337,2,17,2018,72,6
1018,323,6,23011,282,6,32,2015,149,7
1274,7,9,5827,248,5,29,2015,74,2
1522,254,7,20265,253,10,24,2008,42,1
1667,146,5,15743,627,9,33,2007,87,3
1265,252,8,9152,249,7,22,2001,86,5
1779,24,8,14649,197,4,49,2018,36,5
2810,189,5,24916,687,1,20,2019,182,4
1024,261,7,20647,501,4,50,2010,143,5
2545,321,10,21312,194,1,24,2005,23,1
873,86,6,20401,497,10,7,2003,181,7
2718,332,9,26970,540,10,10,2019,200,1
1514,44,8,2708,226,1,1,2000,72,3
2955,444,1,18775,225,1,35,2003,101,2
507,137,8,10850,185,4,39,2003,43,2
324,201,8,27190,409,6,50,2017,72,7
1883,380,1,19587,519,2,23,2019,37,3
174,109,3,10477,496,6,17,2005,134,3
2148,2,9,16479,354,4,29,2012,16,4
543,344,1,9304,507,7,18,2021,197,7
106,178,6,1103,82,9,41,2009,21,4
565,235,8,7957,243,1,38,2018,97,4
2634,34,7,17145,211,4,30,2016,97,7
1398,224,1,24045,122,9,43,2017,46,1
1811,206,3,20185,122,5,2,2014,161,6
2375,256,6,18306,159,3,46,2011,62,6
1569,434,1,7501,581,4,43,2012,179,6
1621,389,3,19314,227,2,37,2014,145,2
2370,205,9,19520,592,3,17,2012,131,2
381,27,3,23411,434,10,30,2006,95,3
1463,257,8,8599,356,4,27,2015,31,7
1392,380,9,20445,692,8,13,2018,126,5
2353,355,1,453,695,10,29,2004,171,2
2973,288,9,15612,543,3,41,2001,80,2
258,139,8,23096,411,6,35,2002,109,4
299,216,3,26794,274,6,12,2004,132,5
2265,12,1,19529,553,7,27,2005,81,6
1432,253,4,26219,561,1,28,2017,61,6
2113,83,5,653,196,5,21,2001,113,3
774,172,6,4271,440,8,48,2003,178,5
1457,25,4,24424,314,5,41,2008,4,5
930,44,4,18413,563,10,50,2009,51,1
1691,245,10,9749,480,6,15,2020,196,3
291,313,3,20055,84,9,32,2000,88,1
1979,184,2,8929,687,3,21,2002,74,5
2015,152,5,17933,507,3,29,2011,145,5
738,248,3,8825,240,9,13,2014,134,4
1094,7,9,13317,698,3,38,2018,115,6
2582,323,3,17368,316,10,50,2007,15,2
1347,430,7,2864,222,5,17,2007,76,2
2599,125,7,20057,450,4,21,2010,42,1
1065,366,1,28277,635,2,8,2018,118,7
2891,296,9,20298,161,1,37,2015,177,4
869,11,8,3489,301,3,46,2005,42,6
2346,362,5,9041,611,7,9,2011,2,5
976,310,7,1934,307,5,14,2021,186,2
737,202,7,28069,459,3,10,2015,6,7
771,120,10,27375,511,1,2,2016,89,4
955,336,9,8993,276,8,40,2003,84,1
2552,236,10,1836,281,1,10,2020,69,6
1760,450,8,4419,595,5,36,2004,101,7
2890,113,3,25789,219,10,41,2021,186,5
2326,304,9,9788,135,1,17,2019,4,3
2962,115,2,7772,597,2,7,2019,35,1
1822,319,5,1511,150,8,29,2010,127,4
2567,12,4,16536,383,9,26,2002,145,6
1849,377,9,9375,679,5,46,2004,105,4
330,305,3,22646,287,4,41,2015,98,5
2786,85,1,26906,612,3,25,2017,67,4
2236,132,2,12613,399,10,35,2021,84,3
2148,379,3,615,570,3,31,2018,72,1
2276,4,3,7744,687,10,28,2009,192,1
1153,382,2,8611,279,9,3,2021,18,5
1642,418,8,22855,306,2,24,2002,16,3
2425,188,4,29187,81,8,37,2013,146,5
1879,284,2,7319,477,7,3,2018,75,3
2471,208,5,25417,394,8,29,2014,4,5
2376,64,1,8263,263,3,13,2016,161,1
1819,248,7,21786,459,9,1,2004,45,7
1764,324,3,10577,581,3,32,2016,167,7
1908,81,5,23276,422,1,42,2008,185,7
716,396,2,9110,253,8,20,2014,52,3
252,189,8,4941,118,4,24,2012,31,7
2551,320,1,15063,399,1,20,2019,155,6
2465,427,8,3017,586,7,42,2016,23,5
7,402,8,29449,391,8,45,2002,61,6
1751,123,1,4976,462,1,24,2011,126,5
530,33,4,14635,443,3,33,2005,67,2
425,259,1,24113,621,7,32,2002,86,7
198,14,10,12249,152,8,41,2020,176,7
280,74,10,27575,343,4,25,2020,185,2
324,15,9,3534,111,2,49,2015,59,6
2727,295,3,25500,112,7,13,2009,76,6
1443,27,8,28029,610,2,16,2001,144,5
903,268,2,22564,609,9,19,2001,55,6
1719,46,9,10236,563,7,6,2018,94,4
1568,405,5,9009,535,4,47,2019,152,6
1827,426,4,12658,255,2,44,2013,172,2
1478,396,10,19676,592,4,27,2006,56,4
1300,392,5,21680,144,9,6,2002,46,1
2058,127,2,2934,441,8,18,2017,75,1
1496,441,2,9435,217,3,19,2016,137,5
2052,254,3,27714,670,7,34,2012,117,3
1950,82,3,1972,561,9,46,2003,62,3
39,273,6,9850,622,8,50,2021,109,1
1361,278,3,23223,424,2,37,2016,196,6
116,139,1,15332,265,9,20,2019,140,3
2743,393,10,19257,237,3,38,2007,58,6
1983,152,1,10915,660,4,25,2006,108,5
232,243,8,26298,261,2,41,2017,114,5
417,437,2,20758,513,1,6,2012,110,2
577,358,7,3855,557,6,25,2018,143,7
308,21,2,6780,598,9,44,2015,188,1
2555,290,7,15765,649,9,12,2020,119,5
1167,272,9,5021,180,1,2,2003,4,4
1972,371,6,29371,526,2,3,2015,54,3
954,229,6,695,147,8,40,2012,106,1
2515,382,2,19955,567,3,45,2005,138,5
1805,329,2,22182,278,3,37,2009,17,1
1662,192,10,9658,185,3,37,2012,156,1
2200,349,4,26107,273,8,23,2020,157,3
606,318,8,27478,678,3,45,2012,153,6
1083,394,5,9741,646,1,8,2008,55,7
1035,338,1,17067,320,3,41,2013,164,4
2895,420,5,2702,449,1,28,2003,7,7
1309,105,6,23421,465,10,14,2010,2,3
2495,151,1,10801,478,9,24,2009,53,6
810,172,1,7232,247,8,1,2013,66,7
1334,62,9,5430,109,9,26,2007,27,3
711,26,8,8834,266,6,42,2009,110,6
1726,445,1,4857,637,5,10,2005,96,1
2031,28,4,25969,566,2,49,2015,28,1
1736,432,8,11131,658,1,13,2002,94,5
2861,200,8,14400,404,1,43,2010,87,2
1741,93,3,25314,136,6,23,2021,152,2
2049,242,8,27347,532,9,6,2016,168,7
865,434,8,23149,136,4,47,2007,146,1
688,233,1,8280,459,3,6,2009,176,5
2539,412,1,4732,305,4,29,2014,182,4
2216,53,1,27637,292,2,28,2018,89,2
2723,349,10,25098,564,10,50,2011,1,4
2636,349,5,28226,250,2,46,2010,165,1
2151,448,5,27762,451,3,42,2013,66,4
2994,2,10,5867,232,8,37,2003,90,5
272,352,7,24303,296,6,3,2012,74,5
2043,76,5,21436,483,6,15,2013,11,5
2293,174,1,15706,75,8,36,2019,49,6
291,145,10,3739,194,10,1,2013,18,3
1346,183,7,5863,533,6,18,2005,40,1
2504,206,5,21382,438,9,5,2002,154,6
2619,11,5,17192,670,7,4,2012,18,7
1758,23,5,3332,126,10,6,2006,49,2
46,3,5,6610,653,3,50,2002,183,3
1392,83,4,17567,213,1,41,2006,39,3
325,364,4,15575,591,1,18,2007,95,5
1305,311,10,6056,541,8,20,2002,129,6
933,175,1,12020,616,5,3,2016,121,6
2041,334,5,19482,456,5,20,2018,130,5
1977,429,9,20563,78,3,27,2002,19,4
1153,232,7,9205,581,6,6,2007,27,2
1911,330,3,6767,514,5,28,2000,44,7
891,205,4,22664,643,4,23,2003,104,6
1328,448,8,3067,205,9,11,2006,159,4
1247,119,10,18426,603,1,28,2000,36,5
1598,349,10,1604,155,9,7,2005,140,2
769,15,9,6727,481,8,38,2018,191,5
2673,234,1,12184,277,6,26,2015,182,1
2490,1,5,21753,376,9,38,2010,72,7
786,308,5,6770,141,3,49,2014,40,4
501,22,3,16322,257,3,40,2008,135,1
507,245,1,21202,334,2,22,2000,110,2
2613,220,7,26880,621,6,41,2018,187,7
1454,361,8,13817,489,7,23,2007,30,7
2917,320,3,5492,383,3,28,2018,110,2
399,363,5,11996,186,3,23,2010,19,2
272,375,10,18623,373,1,5,2001,160,1
1159,174,9,19972,359,3,1,2019,180,1
2359,311,5,1855,314,9,49,2012,197,7
2766,64,3,20925,676,9,6,2000,114,7
286,369,7,27865,525,4,36,2015,20,1
1010,118,1,2819,348,2,14,2011,26,3
1273,2,4,23479,436,2,8,2002,2,7
2059,350,6,13886,467,5,49,2015,116,4
70,411,9,21019,231,5,36,2018,168,5
2790,338,4,18755,156,5,44,2016,144,5
2532,237,8,1311,343,5,42,2010,180,3
1651,392,4,6021,527,8,21,2006,60,6
257,81,8,20209,236,8,13,2013,36,7
845,333,6,8404,295,1,34,2018,155,6
558,350,8,7790,381,5,42,2014,82,3
2915,17,3,4668,299,6,35,2004,199,2
1671,158,8,7724,340,1,11,2015,119,1
2769,337,10,21409,295,10,11,2019,48,2
34,131,1,23203,601,7,30,2020,148,4
1353,155,9,15013,76,10,36,2020,61,6
2872,15,6,23175,538,8,39,2001,64,7
861,354,7,20483,377,3,49,2003,105,3
1860,402,2,8501,298,9,2,2005,30,7
2736,283,7,19854,626,9,3,2018,129,3
2914,235,4,26550,312,9,5,2008,102,3
661,100,8,14661,197,10,43,2019,76,3
1733,328,6,16035,540,3,14,2004,100,2
2777,183,5,3150,497,6,7,2015,177,1
896,130,8,12260,412,7,45,2003,121,6
913,179,2,6744,565,10,6,2010,189,1
1107,102,4,2922,682,6,6,2011,45,7
1705,438,5,525,449,6,25,2006,199,4
2322,287,1,5852,361,2,25,2019,127,1
1440,389,1,7599,585,2,15,2015,138,5
2150,294,3,659,582,10,11,2015,41,1
479,29,5,363,307,7,43,2003,114,3
1630,184,8,6957,474,6,50,2014,122,4
1260,12,10,11692,132,8,30,2014,1,7
1071,236,9,11146,293,8,5,2004,140,7
2275,342,5,22246,329,6,36,2017,34,2
1945,447,2,6627,432,5,14,2007,98,2
1885,380,2,2097,122,4,41,2010,123,1
1786,328,2,26751,490,8,9,2002,107,6
1983,267,9,19789,241,1,37,2014,144,1
1685,59,4,7512,93,6,6,2007,74,2
744,362,1,18080,477,8,29,2006,14,1
1545,356,8,2934,334,3,2,2001,24,2
59,40,2,29971,144,10,38,2003,161,1
2509,269,8,5607,134,7,24,2021,61,6
1141,379,9,28660,507,10,34,2001,29,7
1802,129,5,10918,562,6,7,2011,159,3
441,27,6,16127,247,7,23,2019,140,2
2375,360,1,23848,370,3,5,2018,12,4
499,174,9,1693,190,7,39,2019,152,4
710,228,8,2805,277,8,28,2016,111,4
1730,179,6,11483,218,8,28,2005,126,7
1563,111,2,5174,574,7,13,2006,76,2
749,217,3,21141,466,10,31,2009,183,5
1765,92,7,10359,381,8,13,2004,148,7
291,67,6,17799,421,1,50,2015,32,1
2309,321,1,25306,215,1,7,2003,64,7
566,157,9,3178,134,2,46,2013,92,3
1638,49,1,6092,653,5,38,2009,126,4
590,18,4,16283,134,6,15,2007,109,5
2166,8,3,10902,127,5,46,2014,164,5
1449,441,3,18443,307,5,7,2008,79,3
499,273,6,9880,308,1,20,2009,183,4
2119,180,5,18356,312,7,30,2011,120,2
2853,393,6,16847,129,8,50,2016,16,7
2538,251,2,11722,210,7,26,2013,150,3
1036,255,8,20368,463,7,26,2014,164,6
340,280,9,23586,393,10,19,2002,140,6
2464,441,4,14046,586,4,16,2014,76,2
2091,116,2,6168,513,6,43,2011,103,3
1497,163,4,22855,403,3,44,2008,107,1
196,249,9,15014,326,10,30,2015,134,7
1359,423,3,19906,284,1,46,2002,192,3
751,168,7,15254,407,9,21,2000,49,3
2921,328,9,24754,162,3,5,2008,44,2
1108,261,5,24008,641,10,36,2000,150,6
2928,98,6,10855,654,10,18,2001,146,5
1225,298,4,1640,511,8,9,2001,6,5
2953,118,9,8574,109,1,13,2020,161,6
1642,187,10,14490,580,9,37,2007,126,2
352,314,8,1258,165,3,40,2013,63,7
1971,160,9,10888,241,9,45,2011,159,6
1075,294,9,4060,333,1,26,2017,144,3
1471,248,8,26943,693,5,30,2001,64,6
2446,327,5,8123,203,8,12,2004,10,4
1319,293,3,23735,324,9,32,2015,189,6
1389,347,8,14948,668,7,19,2012,173,7
2757,394,2,3883,594,1,12,2015,190,2
291,278,5,9492,527,6,42,2014,118,6
2286,114,3,13219,643,7,25,2004,23,6
1300,348,9,5262,79,10,5,2012,15,4
1998,437,6,4913,575,9,7,2000,105,5
485,337,6,14471,457,5,42,2016,135,5
1091,280,4,5243,352,2,15,2002,54,1
2800,424,1,4639,387,7,31,2014,107,7
2463,296,6,20232,623,7,25,2004,10,4
740,45,1,21556,543,10,20,2003,115,7
2589,223,9,7017,265,5,23,2010,189,1
706,387,5,16249,691,4,5,2004,128,2
1288,337,6,29812,480,1,14,2005,160,4
170,447,4,26576,106,4,8,2000,33,5
2538,101,6,12205,664,3,28,2014,54,1
1489,408,6,3113,628,7,2,2005,170,6
2737,356,5,7541,667,3,6,2005,189,2
1891,30,10,8036,147,10,9,2010,133,2
1278,283,7,21260,496,5,35,2013,61,5
2453,170,6,11292,102,8,23,2013,94,7
1250,442,4,4178,664,6,36,2017,185,6
1422,442,10,520,168,3,40,2006,88,4
1687,368,8,2084,473,2,25,2000,108,1
1053,303,2,3587,642,8,4,2007,170,1
1237,27,5,25714,116,8,5,2009,17,2
2541,102,10,6419,259,1,14,2004,5,1
81,114,8,4136,426,9,41,2001,53,3
2720,336,5,14216,493,9,12,2006,192,6
2481,145,2,12163,166,3,2,2020,136,7
272,168,9,10103,280,8,42,2008,120,5
2463,290,9,28286,456,8,17,2005,81,2
1122,437,2,22502,80,3,3,2004,76,3
2231,240,7,26983,518,8,14,2002,78,7
334,64,9,19822,164,9,14,2013,186,5
2296,177,2,24212,241,7,23,2013,128,1
1213,305,6,16142,507,7,3,2002,188,7
2103,273,4,298,341,5,25,2007,56,2
8,388,7,28150,322,2,43,2018,146,1
1003,70,1,22572,354,2,31,2020,123,6
2371,141,3,20497,353,10,44,2011,177,1
2216,273,8,8623,519,7,48,2008,146,7
38,144,1,3690,279,8,6,2007,151,6
1934,258,9,11179,167,9,8,2008,114,5
874,169,1,7435,365,10,23,2021,12,2
2895,169,2,13125,238,9,40,2006,200,7
1703,334,5,17158,503,6,2,2002,40,4
1118,353,9,2330,341,10,24,2009,172,7
927,94,10,20068,445,8,10,2014,119,7
1468,305,10,29710,309,5,27,2020,117,4
2656,317,1,17299,588,5,27,2019,108,3
1014,204,4,15372,396,7,8,2009,57,2
2333,174,6,17592,688,9,14,2020,130,3
1397,426,10,2643,85,4,4,2009,96,4
2488,119,1,14649,589,3,13,2012,135,2
338,406,6,19416,594,1,39,2015,33,2
678,77,1,14632,197,3,27,2015,35,3
1489,409,6,27072,661,10,17,2008,54,2
100,160,8,6161,110,3,30,2010,1,4
814,320,3,2599,76,3,7,2010,83,3
1185,170,4,18366,669,9,9,2006,106,4
2811,13,4,4254,268,2,41,2004,26,7
2808,409,8,18777,78,7,42,2010,44,2
2220,197,9,25704,367,3,15,2003,89,1
956,164,10,3614,355,3,38,2021,131,3
464,367,8,1999,645,10,5,2001,124,4
621,9,7,25420,582,4,28,2017,80,2
1446,50,3,19168,166,7,29,2006,116,6
685,185,2,3718,256,1,40,2019,198,4
269,337,10,135,254,4,47,2019,175,5
1796,16,7,20389,442,4,3,2001,182,7
198,38,4,706,154,3,38,2002,2,3
379,261,10,24691,189,10,23,2014,15,7
2817,361,10,6432,692,6,33,2019,165,4
2843,144,10,9740,401,8,10,2000,147,5
546,243,10,2159,350,10,1,2016,163,2
681,370,8,4479,576,1,19,2004,131,7
1667,342,6,27788,119,7,1,2020,68,7
135,281,7,17906,370,2,43,2020,37,2
2572,149,10,18749,357,7,22,2019,200,6
550,393,5,15856,511,5,30,2012,106,7
1183,205,3,27075,311,7,38,2019,35,2
2726,368,1,1950,233,8,50,2004,57,5
398,101,10,3267,609,8,19,2016,117,1
1139,441,2,4453,218,8,17,2005,99,2
2210,355,3,17658,605,5,28,2014,195,4
1968,397,3,7555,86,9,26,2010,140,6
490,347,3,793,490,4,35,2007,78,6
2059,353,9,6860,269,3,22,2012,81,4
426,264,3,17104,290,10,22,2010,18,1
2776,393,3,24375,84,5,50,2020,177,1
1473,145,9,23108,295,7,35,2000,38,7
757,83,10,25489,603,9,8,2003,155,2
2389,363,8,5545,249,1,9,2018,85,5
89,329,7,27233,408,9,41,2016,13,5
1289,350,1,18486,275,2,34,2003,153,5
552,44,8,11103,335,4,25,2021,147,5
163,37,10,12343,420,7,31,2016,96,6
2167,139,8,11568,625,7,30,2014,46,5
2286,72,4,11186,425,10,22,2014,99,5
2071,2,3,612,128,2,41,2008,122,6
870,379,2,20029,470,7,40,2005,192,4
952,139,1,20124,678,3,35,2010,132,3
433,403,9,27458,454,6,1,2005,89,7
154,142,10,21002,449,3,39,2011,40,4
2196,447,4,15877,432,4,46,2017,48,7
801,205,5,11984,324,2,35,2018,142,1
2396,324,3,16943,436,6,24,2000,185,7
1701,294,1,8121,382,2,20,2000,160,2
1940,183,10,16497,152,3,14,2009,96,4
3000,99,4,802,206,2,24,2012,20,6
1927,103,8,10678,303,9,22,2002,59,4
182,248,7,26826,473,3,28,2000,50,3
2230,119,6,15865,111,3,13,2004,119,4
2203,125,8,23719,658,2,2,2012,96,5
2909,442,10,20501,229,8,16,2018,144,7
727,21,9,4653,178,10,29,2001,176,2
866,448,7,17058,131,5,29,2015,172,3
1908,306,2,4913,444,1,41,2005,76,3
764,378,5,11490,90,3,23,2003,41,6
861,399,6,1880,313,5,50,2007,99,4
642,156,6,24754,353,1,18,2003,75,7
2226,59,4,16395,110,3,49,2021,122,4
2570,114,3,15083,257,8,8,2011,133,4
2500,352,8,22020,198,6,23,2015,179,7
1295,354,7,3794,558,8,23,2001,154,3
2794,305,8,4609,588,10,41,2015,83,7
686,328,9,20503,221,3,3,2007,175,6
1041,236,3,25674,632,6,2,2019,23,6
989,45,1,23313,314,9,15,2017,82,2
1665,304,6,17848,240,4,45,2021,44,5
228,52,8,20728,253,7,26,2016,60,1
1665,174,4,25166,607,4,17,2017,126,1
547,71,2,19678,298,3,9,2005,160,5
501,196,8,6989,623,3,46,2011,39,6
791,105,5,27643,626,1,35,2001,115,4
166,419,4,14130,252,1,42,2018,157,4
1249,110,10,26812,242,8,41,2001,1,1
303,357,5,14112,125,6,2,2018,169,1
859,378,10,27495,358,2,45,2002,184,5
1157,147,2,1554,289,7,11,2021,192,2
1377,50,1,12199,543,7,22,2005,16,2
1450,169,6,17553,690,3,7,2021,161,6
772,85,8,8069,93,9,18,2007,48,1
475,290,8,24670,139,5,3,2012,125,2
2832,42,7,1151,159,9,13,2016,153,5
1179,387,1,19697,612,5,42,2018,143,1
2299,310,6,12593,199,6,30,2009,9,7
2344,157,2,2995,484,4,46,2004,74,7
2191,187,5,2901,129,4,30,2001,126,4
319,407,6,27635,429,4,40,2005,61,3
772,385,5,20317,382,5,50,2008,126,2
1403,448,10,5806,424,8,3,2003,172,6
2418,154,4,21359,541,2,43,2000,30,5
1442,301,7,14039,410,3,24,2008,191,1
1421,130,2,22470,152,3,21,2015,152,1
2718,32,10,2160,648,9,40,2020,175,5
1929,177,9,14959,113,7,7,2015,107,5
36,394,9,3656,326,3,29,2011,153,1
2579,241,10,20221,176,2,3,2006,67,4
1505,320,3,29181,671,5,50,2002,165,3
2739,115,5,10494,519,10,15,2004,42,5
165,251,5,7226,431,8,3,2005,88,1
2638,10,5,29698,101,7,6,2000,161,7
1716,126,2,10617,500,9,35,2012,59,4
2487,116,4,2878,509,1,34,2016,69,3
714,154,1,20350,157,7,35,2006,105,6
416,83,1,17398,655,1,26,2015,6,6
12,66,8,15895,611,9,26,2009,166,1
1265,449,9,16824,263,1,26,2021,182,6
1178,170,1,24952,380,5,41,2020,143,7
1730,173,9,5204,286,7,21,2013,33,2
2057,254,3,9637,165,5,47,2012,160,7
2495,100,4,1259,462,7,7,2003,178,3
309,278,8,10849,87,7,29,2006,157,4
260,342,7,2404,297,6,26,2002,56,2
777,441,2,7520,500,8,27,2002,55,3
148,448,8,22292,660,7,34,2012,21,3
1922,324,1,309,197,9,41,2010,106,4
